5.951068796351848711e+00,2.093670878177071160e+01,4.278000000000000000e+03
6.066722257932028128e+00,2.030473053608338674e+01,-7.700000000000000000e+01
3.458192090395480367e+00,1.189486429557603309e+01,1.000000000000000000e+02
7.363338557744429025e+00,1.907181273434955315e+01,-4.900000000000000000e+01
4.090717921953248570e+00,1.171529700896572379e+01,-5.300000000000000000e+01
4.414040900817362001e+00,1.405926575889821351e+01,-4.400000000000000000e+01
2.508838836756129703e-02,1.793891076352373271e-01,-1.700000000000000000e+01
6.948964421240623857e+00,2.046792801184261990e+01,-1.310000000000000000e+02
4.951930447116409617e+00,1.771759632209417035e+01,-5.900000000000000000e+01
6.807878330139454093e+00,3.617420110921519694e+01,-9.900000000000000000e+01
7.326251261475058563e+00,4.193522040808954188e+01,-6.400000000000000000e+01
6.393664232620411170e+00,3.640265329848094211e+01,-9.300000000000000000e+01
8.252410830877257908e+00,3.035982621136268023e+01,-1.080000000000000000e+02
7.175080134652261243e+00,2.273487731283484337e+01,-6.400000000000000000e+01
7.145924154302830900e+00,3.359573324339692846e+01,-1.390000000000000000e+02
4.633179979632466861e+00,1.521886135587194211e+01,-1.000000000000000000e+01
5.873322347429511758e+00,1.718588101932238743e+01,-2.300000000000000000e+01
4.951930447116409617e+00,1.771759632209417035e+01,-5.900000000000000000e+01
7.284817991687753569e+00,2.278386142979742957e+01,-5.600000000000000000e+01
7.757528594498244168e+00,4.353956084141471194e+01,-6.900000000000000000e+01
5.820558459181232713e+00,1.752946524650966609e+01,-2.100000000000000000e+01
4.948363692780672451e+00,1.388151982283667962e+01,-8.000000000000000000e+00
5.661432579483858696e+00,1.663756613406475537e+01,-6.000000000000000000e+00
6.066722257932028128e+00,2.030473053608338674e+01,-7.700000000000000000e+01
5.231968430164506856e+00,1.539388980370182836e+01,-5.700000000000000000e+01
7.208256739866262031e+00,2.739381517566157598e+01,-4.100000000000000000e+01
3.795595522780539799e+00,9.714117144685632255e+00,-5.400000000000000000e+01
4.288358425340578428e+00,1.118301853768250709e+01,-3.800000000000000000e+01
4.991768744890972442e+00,1.379013541483533878e+01,-4.800000000000000000e+01
4.528782261150368527e+00,1.340521364130337112e+01,-5.000000000000000000e+01
4.692231350421568692e+00,1.779166528939005687e+01,-2.800000000000000000e+01
7.781320924265573424e+00,2.047465350680415597e+01,-2.500000000000000000e+01
5.974936346389816855e+00,2.086483222408061522e+01,-4.400000000000000000e+01
6.839317126420595194e+00,2.109688494451392060e+01,-1.160000000000000000e+02
3.985496395826339633e+00,9.636694455705248075e+00,3.700000000000000000e+01
6.338795030041266543e+00,1.543586599598786080e+01,-4.100000000000000000e+01
3.529660395469706113e+00,7.589125648932534496e+00,-1.800000000000000000e+02
6.839317126420595194e+00,2.109688494451392060e+01,-1.160000000000000000e+02
6.285429823204959909e+00,1.613640134062013587e+01,-3.900000000000000000e+01
7.492049068195671069e+00,2.284912509529192448e+01,-6.400000000000000000e+01
5.765911926623791928e+00,3.113992280743539354e+01,1.120000000000000000e+02
5.081024790374235600e+00,1.419013300772680353e+01,-5.500000000000000000e+01
5.456910771645058666e+00,1.582244638157789218e+01,2.300000000000000000e+01
6.252628127860146989e+00,1.414258313868328010e+01,-4.000000000000000000e+00
6.772535955139809438e+00,1.893094571190526310e+01,-1.700000000000000000e+01
6.212828169367407227e+00,1.563650612693105124e+01,-3.200000000000000000e+01
6.185250938334370119e+00,2.111889511706210598e+01,-1.110000000000000000e+02
8.209348292076317222e+00,3.668323685476353546e+01,-5.300000000000000000e+01
5.286361288174060924e+00,1.470589342268576871e+01,-1.600000000000000000e+01
5.321191436637424665e+00,1.518918635575424325e+01,-5.400000000000000000e+01
6.369310469672842423e+00,1.959468945070025114e+01,-1.030000000000000000e+02
5.801480201492875466e+00,1.851680404622115717e+01,-5.600000000000000000e+01
5.059802212267272559e+00,1.310293607277437467e+01,-6.200000000000000000e+01
6.197191879287951899e+00,1.766847748753236758e+01,-6.100000000000000000e+01
1.023844607848737276e+01,2.958252100039699428e+01,-5.800000000000000000e+01
8.157452848519984201e+00,2.536135647875377330e+01,-6.000000000000000000e+01
6.138094203334071075e+00,1.478516542995014227e+01,-1.110000000000000000e+02
6.285429823204959909e+00,1.613640134062013587e+01,-3.900000000000000000e+01
5.456910771645058666e+00,1.582244638157789218e+01,2.300000000000000000e+01
4.414040900817362001e+00,1.405926575889821351e+01,-4.400000000000000000e+01
7.310410520594335715e+00,3.396829189454384590e+01,-8.800000000000000000e+01
7.011535719988373216e+00,2.592564259725425302e+01,-8.500000000000000000e+01
3.744495471150188326e+00,1.162759861656226867e+01,-5.100000000000000000e+01
4.280129520435117740e+00,1.260358759377627536e+01,-4.800000000000000000e+01
4.964376460979719852e+00,1.155886569759462823e+01,-7.600000000000000000e+01
5.912453664401494002e+00,1.931514591647568579e+01,-1.080000000000000000e+02
5.786526806075862339e+00,1.500985386341259975e+01,-5.900000000000000000e+01
8.951202468094177078e+00,2.552270860759118065e+01,-5.400000000000000000e+01
5.801480201492875466e+00,1.851680404622115717e+01,-5.600000000000000000e+01
7.258485736230672281e+00,1.992022488789071843e+01,-3.400000000000000000e+01
6.395954427232513950e+00,1.729130566451020101e+01,-2.500000000000000000e+01
6.033315191902009822e+00,1.821723468987183381e+01,-4.200000000000000000e+01
7.143092073567506972e+00,1.921590169570042050e+01,-5.400000000000000000e+01
